/sentence/@id;/sentence/#id;/sentence/aspectTerms/aspectTerm/@from;polarity;aspect_term;/sentence/aspectTerms/aspectTerm/@to;sentence
3045;1017;0;negative;Fan;3;Fan noise: The fan made a constant hissing noise in the background.
3045;1017;15;negative;fan;18;Fan noise: The fan made a constant hissing noise in the background.
1688;1018;;;;;"I believe this is because I was more active than the average user, meaning I average about three ""tabs""."
2098;1019;;;;;Best Buy Rocks!
1877;1020;;;;;A couple things you should know:
129;1021;;;;;bought the first asus laptop in san francisco, returned it in santa maria, thinking it was just a problem with that computer.
235;1022;4;positive;screen;10;The screen is bright and clear, the operating system is solid and friendly to a novice.
235;1022;36;positive;operating system;52;The screen is bright and clear, the operating system is solid and friendly to a novice.
3055;1023;23;positive;processor;32;It has a .1 ghz faster processor and a stock 500gb hard drive.
3055;1023;45;positive;500gb hard drive;61;It has a .1 ghz faster processor and a stock 500gb hard drive.
2865;1024;4;positive;feature;11;The feature are good enough for what I need.
1300;1025;;;;;All the yada-yada.
1197;1026;38;negative;tech support;50;Finally, the biggest problem has been tech support.
2538;1027;;;;;this laptop is great for work and doing my pictures.
1403;1028;;;;;I had the computer for a full year and it was a new computer.
2676;1029;92;negative;USB output;102;""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output."
75;1030;;;;;I love it!
2319;1031;23;neutral;wireless mouse;37;With Windows laptops a wireless mouse is an absolute must.
452;1032;57;positive;size;61;(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.
452;1032;74;positive;screen;80;(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.
452;1032;14;neutral;Windows;21;(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.
452;1032;22;neutral;Linux;27;(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.
2498;1033;54;neutral;windows disc;66;But if you're willing to pay another 200 dollar for a windows disc.
2515;1034;10;positive;quality;17;Very good quality and well made.
2320;1035;86;positive;touchpad;94;I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.
2051;1036;;;;;When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.
1017;1037;;;;;Two of the times was in one month.
971;1038;;;;;So needless to day, I'm not happy.
3083;1039;102;neutral;video card;112;my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.
1687;1040;;;;;Although I was promised about 10 hours, I found myself to a limited 7 hours (which is still amazing).
2593;1041;22;neutral;touch pad;31;It had the full sized touch pad with 2 buttons instead of just one.
1507;1042;;;;;It was also cheaper than the Pro which made it even more appealing to me.
336;1043;65;neutral;external mouse;79;Typically, when I purchase a new laptop I always end up using an external mouse for convenience.
2391;1044;;;;;Consumer Report recommended Toshiba.
786;1045;;;;;Needless to say I told them No and have a nice day and hung up!
1616;1046;21;positive;set up;27;It was super easy to set up and Is really easy to get used to.
1062;1047;42;negative;video;47;The only thing that can be updated is the video, other than that you're all set.
1982;1048;;;;;It wasn't worth it.
2704;1049;26;positive;value;31;Its a good laptop for its value.
2930;1050;;;;;ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.
343;1051;;;;;Probbly the worst decision we ever made!
1152;1052;9;negative;hard drive;19;"Then the hard drive failed;"
1868;1053;;;;;  This computer literally takes about five minutes to start up and to be able to use without it crawling and I DO mean crawling.
1353;1054;;;;;I had less problems.
977;1055;;;;;It will be returned in the state to which it was shipped Michigan.
2747;1056;29;positive;runs;33;Plain and simple, it(laptop) runs great and loads fast.
2747;1056;44;positive;loads;49;Plain and simple, it(laptop) runs great and loads fast.
2102;1057;;;;;This machine rocks!
967;1058;13;neutral;warranty;21;of course my warranty runs out next month.
1774;1059;;;;;My next laptop will also be a Mac!
1685;1060;;;;;But not in this case.
932;1061;;;;;taking notes, research, an online class and such and didn't want to spend too much on my first machine.
2501;1062;28;positive;program;35;The capabilities using that program alone made me want a Mac.
1873;1063;;;;;When I got this laptop in 2007 to help me with school, I had a hard time from beginning.
1753;1064;;;;;I do not know for sure.
892;1065;;;;;No machine has come remotely close to causing as many problems.
1241;1066;;;;;Every single one we've gotten we've had problems with.
135;1067;;;;;it is the worst computer dell ever made.
1801;1068;124;neutral;disk throughput;139;"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero."
1801;1068;21;negative;spinning beachball;39;"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero."
2902;1069;56;positive;wireless internet access;80;"I have found also, it is very easy to be able to access wireless internet access;"
2062;1070;;;;;About 1/2 of the sites I need to visit because of my work contain some type of Flash.
2656;1071;16;positive;value;21;This is a great value for the money.
652;1072;23;positive;ran;26;It was a great laptop, ran great and was really fast.
170;1073;4;negative;battery;11;The battery has never worked well.
665;1074;;;;;return it.
787;1075;;;;;I can guarantee this will be the last Dell I will ever purchase!
814;1076;;;;;  They said it was a computer error on this type of computer.
2047;1077;110;negative;company;117;I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.
3039;1078;;;;;My review mainly talks about the difference I have felt between an early 2011 and late 2011 mac book pro.
1371;1079;;;;;  That was a big mistake.
2666;1080;30;negative;screen resolutions;48;The only problem is a lack of screen resolutions!
741;1081;54;positive;carry;59;Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.
1748;1082;14;negative;keyboard;22;Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.
1748;1082;81;negative;edges;86;Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.
774;1083;;;;;If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!
2246;1084;18;positive;programs;26;It has many great programs, such as ILife, iPhotos and others.
2246;1084;36;positive;ILife;41;It has many great programs, such as ILife, iPhotos and others.
2246;1084;43;positive;iPhotos;50;It has many great programs, such as ILife, iPhotos and others.
